Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
Nazgul of Minas Morgul	TMV	TMV-13-1	1	Enemy	(Rider) The Morgul Vale															
Pelargir Ship Captain	TMV	TMV-14		Ally	Neutral															
Scroll of Isildur	TMV	TMV-15		Attachment	Lore															
Sleepless Malice	TMV	TMV-16-2	2	Treachery	(Rider) The Morgul Vale															
Spear of the Mark	TMV	TMV-17		Attachment	Tactics															
Steed of the Mark	TMV	TMV-18		Attachment	Spirit															
Terror Drives Them	TMV	TMV-19-3	3	Treachery	(Rider) The Morgul Vale															
The Dead City Looms	TMV	TMV-20-2	2	Treachery	(Rider) The Morgul Vale															
Theoden	TMV	TMV-21		Hero	Tactics														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
The White Bridge	TMV	TMV-22-1	1	Location	(Rider) The Morgul Vale															
To The Tower	TMV	TMV-23-1	1	Objective	(Rider) The Morgul Vale															
Visionary Leadership	TMV	TMV-24		Attachment	Leadership															
The Disappearance	TSOE	TSoE01.png,TSoE02.png	1	Quest	(Erech) The Stone of Erech															
Terror of the Dead	TSOE	TSoE03.png,TSoE04.png	1	Quest	(Erech) The Stone of Erech															
The Shadow Host	TSOE	TSoE05.png,TSoE06.png	1	Quest	(Erech) The Stone of Erech															
Banks of the Morthond	TSOE	TSoE07-2	2	Location	(Erech) The Stone of Erech															
Blackroot Graves	TSOE	TSoE08-3	3	Location	(Erech) The Stone of Erech															
Derufin	TSOE	TSoE09-1	1	Objective	(Erech) The Stone of Erech															
Driven by Fear	TSOE	TSoE10-2	2	Treachery	(Erech) The Stone of Erech															
Dusk	TSOE	TSoE11-1	1	Objective	(Erech) The Stone of Erech															
Eventide	TSOE	TSoE12-1	1	Objective	(Erech) The Stone of Erech															
Groping Horror	TSOE	TSoE13-2	2	Treachery	(Erech) The Stone of Erech															
Haunted Valley	TSOE	TSoE14-2	2	Location	(Erech) The Stone of Erech															
Midnight Throng	TSOE	TSoE15-2	2	Treachery	(Erech) The Stone of Erech															
Midnight	TSOE	TSoE16-1	1	Objective	(Erech) The Stone of Erech															
Murmurs of Dread	TSOE	TSoE17-2	2	Treachery	(Erech) The Stone of Erech															
Regretful Shade	TSOE	TSoE18-3	3	Enemy	(Erech) The Stone of Erech															
Relic from the Dark Years	TSOE	TSoE19-1	1	Objective	(Erech) The Stone of Erech															
Restless Dead	TSOE	TSoE20-4	4	Enemy	(Erech) The Stone of Erech															
Shadow Host Captain	TSOE	TSoE21-2	2	Enemy	(Erech) The Stone of Erech															
Shadow Man	TSOE	TSoE22-2	2	Enemy	(Erech) The Stone of Erech															
Shadow of Dwimorberg	TSOE	TSoE23-2	2	Location	(Erech) The Stone of Erech															
Tarlang's Neck	TSOE	TSoE24-1	1	Location	(Erech) The Stone of Erech															
The Dead Ride Behind	TSOE	TSoE25-2	2	Treachery	(Erech) The Stone of Erech															
The Gloaming	TSOE	TSoE26-2	2	Treachery	(Erech) The Stone of Erech															
The Lord of the Dead	TSOE	TSoE27-1	1	Enemy	(Erech) The Stone of Erech															
The Son of Erech	TSOE	TSoE28-1	1	Location	(Erech) The Stone of Erech															
Vale of Shadows	TSOE	TSoE29-2	2	Location	(Erech) The Stone of Erech															
Whisperer	TSOE	TSoE30-3	3	Enemy	(Erech) The Stone of Erech															
Pursued by the Enemy	TBR	LBR01.png,LBR02.png		Quest	(HorseRun, EyeAnimal, Briders, Naz) Flight to the Ford															
Race to Rivendale	TBR	LBR03.png,LBR04.png		Quest	(HorseRun, EyeAnimal, Briders, Naz) Flight to the Ford															
Trouble in Bree	TBR	LBR05.png,LBR06.png		Quest	(SwordHand, EyeAnimal, Ring, Naz) A Knife in the Dark															
Into the Wild	TBR	LBR07.png,LBR08.png		Quest	(SwordHand, EyeAnimal, Ring, Naz) A Knife in the Dark															
The Ringwraiths Attack	TBR	LBR09.png,LBR10.png		Quest	(SwordHand, EyeAnimal, Ring, Naz) A Knife in the Dark															
Three is Company	TBR	LBR11.png,LBR12.png		Quest	(3Hobbits, EyeAnimal, Ring, Briders) A Shadow of the Past															
A Shortcut to Mushrooms	TBR	LBR13.png,LBR16.png		Quest	(3Hobbits, EyeAnimal, Ring, Briders) A Shadow of the Past															
Escape to Buckland	TBR	LBR14.png,LBR15.png		Quest	(3Hobbits, EyeAnimal, Ring, Briders) A Shadow of the Past															
A Knife in the Dark	TBR	LBR17,LBR18		Saga	(SwordHand) Knife in the Dark															
A Shadow of the Past	TBR	LBR20,LBR21		Saga	(3Hobbits) A Shadow of the Past															
Flight to the Ford	TBR	LBR42,LBR43		Saga	(HorseRun) Flight to the Ford															
An Evil Wound	TBR	LBR19-1	1	Objective	(HorseRun) Flight to the Ford															
Bag End	TBR	LBR22-1	1	Location	(3Hobbits) A Shadow of the Past															
Bamfurlong	TBR	LBR23-1	1	Location	(3Hobbits) A Shadow of the Past															
Barliman Butterbur	TBR	LBR24		Ally	Lore															
Bill Ferny	TBR	LBR25-1	1	Enemy	(SwordHand) Knife in the Dark															
Bill the Pony	TBR	LBR26		Ally	Leadership															
Black Breath	TBR	LBR27-2	2	Treachery	(SwordHand) Knife in the Dark															
Black Rider	TBR	LBR28-5	5	Enemy	(3Hobbits) A Shadow of the Past															
Black Steed	TBR	LBR29-3	3	Treachery	(Briders) The Black Riders															
Bucklebury Ferry	TBR	LBR30-1	1	Location	(3Hobbits) A Shadow of the Past															
Chetwood	TBR	LBR31-3	3	Location	(SwordHand) Knife in the Dark															
Crawling Towards Him	TBR	LBR32-3	3	Treachery	(3Hobbits) A Shadow of the Past															
Dagger of Westernesse	TBR	LBR33		Attachment	Tactics															
Eaten Alive	TBR	LBR34-1	1	Burden	(HorseRun) Flight to the Ford															
Elf-Stone	TBR	LBR35		Attachment	Lore															
Ettenmoors	TBR	LBR36-3	3	Location	(HorseRun) Flight to the Ford															
Evil Crow	TBR	LBR37-3	3	Enemy	(3Hobbits) A Shadow of the Past															
Farmer Maggot	TBR	LBR38		Ally	Tactics															
Fatty Bolger	TBR	LBR39		Hero	Spirit														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Fear of Discovery	TBR	LBR40-1	1	Burden	(HorseRun) Flight to the Ford															
Fell Rider	TBR	LBR41-4	4	Enemy	(HorseRun) Flight to the Ford															
Ford of Bruinen	TBR	LBR44-1	1	Location	(horseRun) Flight to the Ford															
Frodo Baggins (TBR)	TBR	LBR45		Hero	Ring														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Frodo's Intuition	TBR	LBR46		Event	Ring															
Gandalf's Delay	TBR	LBR47-1	1	Burden	(3Hobbits) A Shadow of the Past															
Gildor Inglorian (TBR)	TBR	LBR48-1	1	Boon	(Boon) The Black Riders															
Green Hills Country	TBR	LBR49-3	3	Location	(3Hobbits) A Shadow of the Past															
Halfling Determination	TBR	LBR50		Event	Tactics															
Have you seen Baggins!	TBR	LBR51-2	2	Treachery	(3Hobbits) A Shadow of the Past															
Hobbit Cloak	TBR	LBR52		Attachment	Leadership															
Hobbit Pipe	TBR	LBR53		Attachment	Spirit															
Hunting for the Ring	TBR	LBR54-3	3	Treachery	(3Hobbits) A Shadow of the Past															
Lure of the Ring	TBR	LBR55-3	3	Treachery	(TheRing) The Ring															
Merry	TBR	LBR56		Hero	Tactics														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Midewater	TBR	LBR57-1	1	Location	(SwordHand) Knife in the Dark															
Mr Underhill	TBR	LBR58-1	1	Boon	(Boon) The Black Riders															
Nobel Hero	TBR	LBR59-1	1	Boon	(Boon) The Black Riders														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Overcome by Terror	TBR	LBR60-1	1	Burden	(HorseRun) Flight to the Ford															
Pain Assailed Him	TBR	LBR61-3	3	Treachery	(HorseRun) Flight to the Ford															
Pale Blade	TBR	LBR62-3	3	Treachery	(Naz) The Nazgul															
Panicked	TBR	LBR63-1	1	Burden	(HorseRun) Flight to the Ford															
Pathless Country	TBR	LBR64-3	3	Location	(EyeAnimal) Hunted															
Piercing Cry	TBR	LBR65-3	3	Treachery	(EyeAnimal) Hunted															
Pippen (TBR)	TBR	LBR66		Hero	Lore														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Power in their Terror	TBR	LBR67-3	3	Treachery	(Naz) The Nazgul															
Riders of Mordor	TBR	LBR68-2	2	Enemy	(SwordHand) Knife in the Dark															
Ringwraith	TBR	LBR69-4	4	Enemy	(Naz) The Nazgul															
Rode Like a Gale	TBR	LBR70-2	2	Treachery	(Briders) The Black Riders															
Sam Gamgee	TBR	LBR71		Hero	Leadership														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Shady Bree-Lander	TBR	LBR72-4	4	Enemy	(SwordHand) Knife in the Dark															
Skilled Healer	TBR	LBR73-1	1	Boon	(Boon) The Black Riders															
Smoke Rings	TBR	LBR74		Event	Spirit															
Squint Eyed Southerner	TBR	LBR75-3	3	Enemy	(SwordHand) Knife in the Dark															
Stock Brook	TBR	LBR76-1	1	Location	(3Hobbits) A Shadow of the Past															
Stock Road	TBR	LBR77-3	3	Location	(3Hobbits) A Shadow of the Past															
Stricken Dumb	TBR	LBR78-3	3	Treachery	(HorseRun) Flight to the Ford															
Take no Notice	TBR	LBR79		Event	Lore															
The Enemy if Upon Us!	TBR	LBR80-2	2	Treachery	(HorseRun) Flight to the Ford															
The Last Bridge	TBR	LBR81-1	1	Location	(HorseRun) Flight to the Ford															
The Marish	TBR	LBR82-2	2	Location	(3Hobbits) A Shadow of the Past															
The Nine Abroad	TBR	LBR83-2	2	Treachery	(HorseRun) Flight to the Ford															
The Old Road (TBR)	TBR	LBR84-3	3	Location	(HorseRun) Flight to the Ford															
The One Ring	TBR	LBR85-1	1	Burden	Ring															
The Prancing Pony	TBR	LBR86-1	1	Location	(SwordHand) Knife in the Dark															
The Ring Draws Them	TBR	LBR87-1	1	Burden	(3Hobbits) A Shadow of the Past															
The Troll's Camp	TBR	LBR88-1	1	Location	(HorseRun) Flight to the Ford															
The Witch King	TBR	LBR89-1	1	Enemy	(Naz) The Nazgul															
Tireless Ranger	TBR	LBR90-1	1	Boon	(Boon) The Black Riders															
Unwanted Attention	TBR	LBR91-3	3	Treachery	(SwordHand) Knife in the Dark															
Valiant Warrior	TBR	LBR92-1	1	Boon	(Boon) The Black Riders															
Weather Hills	TBR	LBR93-3	3	Location	(SwordHand) Knife in the Dark															
Weathertop	TBR	LBR94-1	1	Location	(SwordHand) Knife in the Dark															
Weight of the Ring	TBR	LBR95-1	1	Burden	(HorseRun) Flight to the Ford															
Woody End	TBR	LBR96-1	1	Location	(3Hobbits) A Shadow of the Past															
CUSTOM.-.Sarn Gorwing.-.Introduction	CUSTOM.Sarn	sarn01.png,encounter2.png		CUSTOM.-.Quest	CUSTOM.-.(Sarn, Orcs, Spider, Paw) Sarn Gorwing															
CUSTOM.-.To the Enchanted River	CUSTOM.Sarn	sarn02.png,sarn03.png		CUSTOM.-.Quest	CUSTOM.-.(Sarn, Orcs, Spider, Paw) Sarn Gorwing															
CUSTOM.-.Enchanted Viens	CUSTOM.Sarn	sarn04.png,sarn05.png		CUSTOM.-.Quest	CUSTOM.-.(Sarn, Orcs, Spider, Paw) Sarn Gorwing															
CUSTOM.-.The Secret Tunnel	CUSTOM.Sarn	sarn06.png,sarn07.png		CUSTOM.-.Quest	CUSTOM.-.(Sarn, Orcs, Spider, Paw) Sarn Gorwing															
CUSTOM.-.An Ancient Evil	CUSTOM.Sarn	sarn08.png,sarn09.png		CUSTOM.-.Quest	CUSTOM.-.(Sarn, Orcs, Spider, Paw) Sarn Gorwing															
CUSTOM.-.Raid on the River Carnen (Instruction)	Instructions	fx3-instruct.jpg		CUSTOM.-.Instructions	CUSTOM.-.(Cottage+Path, Bolt+Mountain, JollyRoger) Raid on the River Carnen															
CUSTOM.-.The Fall of Dale (Instruction)	Instructions	fx4-instruct.jpg		CUSTOM.-.Instructions	CUSTOM (Gem, Gem-Eye, Bolt+Mountain).-.The Fall of Dale															
CUSTOM.-.Orc.Hunt (Instruction)	Instructions	orchunt-instruct.jpg		CUSTOM.-.Instructions	CUSTOM.-.(Coins, Eye, Orcs, Tree, Coins) Orc Hunt															
CUSTOM.-.Suspicious Cargo	CUSTOM.WEB	WEB01.png,WEB02.png		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
CUSTOM.-.Dangerous Clues	CUSTOM.WEB	WEB03.png,WEB04.png		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
CUSTOM.-.Out in the Open (3-1)	CUSTOM.WEB	WEB07.png,WEB09.png		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
CUSTOM.-.Through the Mist (3-2)	CUSTOM.WEB	WEB08.png,WEB10.png		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
CUSTOM.-.A Meeting in the Ruins	CUSTOM.WEB	WEB11.png,WEB12.png		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
CUSTOM.-.Secret Ledger	CUSTOM.WEB	WEB13-1,encounter	1	CUSTOM.-.Objective	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Orc Pillagers	CUSTOM.WEB	WEB14-4,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Hired Assassin	CUSTOM.WEB	WEB15-3,encounter	3	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Isengard Spies	CUSTOM.WEB	WEB16-2,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Messenger from Isengard	CUSTOM.WEB	WEB17-2,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Brigands from Eriador	CUSTOM.WEB	WEB18-4,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Dunlending Chieftain	CUSTOM.WEB	WEB19-1,encounter	1	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Dunlending Outrider	CUSTOM.WEB	WEB20-2,encounter	2	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Dunlending Fort	CUSTOM.WEB	WEB21-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Trading Post	CUSTOM.WEB	WEB22-3,encounter	3	CUSTOM.-.Location	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Smugglers Landing	CUSTOM.WEB	WEB23-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Voice of Orthanc	CUSTOM.WEB	WEB24-3,encounter	3	CUSTOM.-.Treachery	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Spreading Rumours	CUSTOM.WEB	WEB25-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Thievery in the Night	CUSTOM.WEB	WEB26-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Dunlending Warriors	CUSTOM.WEB	WEB27-4,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Web1) Web of Isengard															
CUSTOM.-.Web of Isengard	CUSTOM.WEB	WEBRules1.jpg,encounter		CUSTOM.-.Quest	CUSTOM.-.(Web1,Scimitars) Web of Isengard															
Through the Gap of Rohan	CUSTOM.WEB	WEB201.png,WEB202.png		CUSTOM.-.Quest	CUSTOM.-.(Web2,Web3) Through the Gap of Rohan															
Treacheries of a Friend	CUSTOM.WEB	WEB203.png,WEB204.png		CUSTOM.-.Quest	CUSTOM.-.(Web2,Web3) Through the Gap of Rohan															
The Golden Hall of Meduseld	CUSTOM.WEB	WEB205.png,WEB206.png		CUSTOM.-.Quest	CUSTOM.-.(Web2,Web3) Through the Gap of Rohan															
Grim, Son of Galmod	CUSTOM.WEB	WEB207-1,encounter	1	CUSTOM.-.Objective	CUSTOM.-.(Web2) Old South Road															
Old South Road	CUSTOM.WEB	WEB208-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web2) Old South Road															
Misty Mountains	CUSTOM.WEB	WEB209-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web2) Old South Road															
River Isen	CUSTOM.WEB	WEB210-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web2) Old South Road															
Cawing Crows	CUSTOM.WEB	WEB211-3,encounter	3	CUSTOM.-.Enemy	CUSTOM.-.(Web2) Old South Road															
Suspicious Hireling	CUSTOM.WEB	WEB212-3,encounter	3	CUSTOM.-.Enemy	CUSTOM.-.(Web2) Old South Road															
Ill Prophecy	CUSTOM.WEB	WEB213-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web2) Old South Road															
Orthanc	CUSTOM.WEB	WEB214-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
Fords of Isen (Custom)	CUSTOM.WEB	WEB215-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
Great West Road	CUSTOM.WEB	WEB216-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
Westfold	CUSTOM.WEB	WEB217-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
West Emnet	CUSTOM.WEB	WEB218-2,encounter	2	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
Rohir Hamlet	CUSTOM.WEB	WEB219-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
The Hornburg	CUSTOM.WEB	WEB220-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
River Snowborne	CUSTOM.WEB	WEB221-1,encounter	1	CUSTOM.-.Location	CUSTOM.-.(Web3) Isengard															
Aud, Daughter of Erkenbrand	CUSTOM.WEB	WEB222-1,encounter	1	CUSTOM.-.Objective	CUSTOM.-.(Web3) Isengard															
Uruk Capitan	CUSTOM.WEB	WEB223-1,encounter	1	CUSTOM.-.Enemy	CUSTOM.-.(Web3) Isengard															
Uruk of the White Hand	CUSTOM.WEB	WEB224-4,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Web3) Isengard															
Great Wolves	CUSTOM.WEB	WEB225-4,encounter	4	CUSTOM.-.Enemy	CUSTOM.-.(Web3) Isengard															
Orcs of the White Hand	CUSTOM.WEB	WEB226-3,encounter	3	CUSTOM.-.Enemy	CUSTOM.-.(Web3) Isengard															
Lies of Curunir	CUSTOM.WEB	WEB227-1,encounter	1	CUSTOM.-.Treachery	CUSTOM.-.(Web3) Isengard															
The Fighting Uruk Hai	CUSTOM.WEB	WEB228-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web3) Isengard															
Bleak Nightmares	CUSTOM.WEB	WEB229-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web3) Isengard															
Unnatural Storms	CUSTOM.WEB	WEB230-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web3) Isengard															
Faces in the Dark	CUSTOM.WEB	WEB231-2,encounter	2	CUSTOM.-.Treachery	CUSTOM.-.(Web3) Isengard															
Fight at the Fords	VoI	VoI01.png,VoI02.png		Quest	(PathM, Fork, Sword) The Fords of Isen															
Dunlending Attack	VoI	VoI03.png,VoI04.png		Quest	(PathM, Fork, Sword) The Fords of Isen															
Hold the Fords	VoI	VoI05.png,VoI06.png		Quest	(PathM, Fork, Sword) The Fords of Isen															
Into the Woods	VoI	VoI07.png,VoI08.png		Quest	(Ent, OrcFlag, Trees) Into Fangorn															
Escape from Fangorn	VoI	VoI09.png,VoI10.png		Quest	(Ent, OrcFlag, Trees) Into Fangorn															
The Angry Forest	VoI	VoI11.png,VoI12.png		Quest	(Ent, OrcFlag, Trees) Into Fangorn															
Orders from Orthanc	VoI	VoI13.png,VoI14.png		Quest	(Gloves. ShootStar, Noble) To Catch an Ork															
Searching for Mugash	VoI	VoI15.png,VoI16.png		Quest	(Gloves. ShootStar, Noble) To Catch an Ork															
The Wizards Prize	VoI	VoI17.png,VoI18.png		Quest	(Gloves. ShootStar, Noble) To Catch an Ork															
Ancient Forest	VoI	VoI19,encounter	3 (1)	Location	(Trees) Ancient Forest															
Angry Huorn	VoI	VoI20,encounter	3 (2)	Enemy	(Ent) Into Fangorn															
Broken Lands	VoI	VoI21,encounter	3 (3)	Location	(ShootStar) Broken Lands															
Dark-Hearted Huorn	VoI	VoI22,encounter	4 (3)	Enemy	(Ent) Into Fangorn															
Deadly Huorn	VoI	VoI23,encounter	3 (2)	Enemy	(Ent) Into Fangorn															
Deep Knowledge	VoI	VoI24		Event	Lore															
Down from the Hills	VoI	VoI25,encounter	1 (0)	Treachery	(PathM) The Fords of Isen															
Dunland Beserker	VoI	VoI26,encounter	3 (3)	Enemy	(Fork) Dunland Warriors 															
Dunland Chieftain	VoI	VoI27,encounter	2 (0)	Enemy	(Fork) Dunland Warriors 															
Dunland Prowler	VoI	VoI28,encounter	3 (3)	Enemy	(Sword) Dunland Raider															
Dunland Raider	VoI	VoI29,encounter	2 (0)	Enemy	(Sword) Dunland Raider															
Dunland Tribesman	VoI	VoI30,encounter	2 (2)	Enemy	(Fork) Dunland Warriors 															
Dunlending Bandit	VoI	VoI31,encounter	2 (2)	Enemy	(Sword) Dunland Raider															
Edge of Fangorn	VoI	VoI32,encounter	1 (1)	Location	(Ent) Into Fangorn															
Eomer	VoI	VoI33		Hero	Tactics														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Fords of Isen	VoI	VoI34,encounter	3 (3)	Location	(PathM) The Fords of Isen															
Gap of Rohan	VoI	VoI35,encounter	4 (2)	Location	(PathM) The Fords of Isen															
Grima (VoI)	VoI	VoI36,encounter	1 (1)	Objective	(PathM) The Fords of Isen															
Grima	VoI	VoI37		Hero	Lore														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Heart of Fangorn	VoI	VoI38,encounter	3 (3)	Location	(Ent) Into Fangorn															
Ill Tidings	VoI	VoI39,encounter	2 (2)	Treachery	(PathM) The Fords of Isen															
In Need of Rest	VoI	VoI40,encounter	2 (1)	Treachery	(OrcFlag) Weary Travellers															
Isengard Messenger	VoI	VoI41		Ally	Lore															
Keys of Orthanc	VoI	VoI42		Attachment	Neutral															
Legacy of Numenor	VoI	VoI43		Event	Leadership															
Low on Provisions	VoI	VoI44,encounter	3 (2)	Treachery	(OrcFlag) Weary Travellers															
Methedras Orcs	VoI	VoI45,encounter	3 (3)	Enemy	(Gloves) To Capture a Orc															
Methedras	VoI	VoI46,encounter	4 (4)	Location	(Gloves) To Capture a Orc															
Mugash (obj)	VoI	VoI47,encounter	1 (1)	Objective	(Ent) Into Fangorn															
Mugash's Guard	VoI	VoI48	3 (3)	Enemy	(Gloves) To Capture a Orc															
Mugash's Lair	VoI	VoI49,encounter	2 (2)	Location	(Gloves) To Capture a Orc															
Mugash	VoI	VoI50	1 (1)	Enemy	(Gloves) To Capture a Orc															
Off Track	VoI	VoI51,encounter	2 (2)	Treachery	(OrcFlag) Weary Travellers															
Old Hatreds	VoI	VoI52,encounter	2 (1)	Treachery	(Sword) Dunland Raider															
Orc Cave	VoI	VoI53,encounter	3 (3)	Location	(Gloves) To Capture a Orc															
Orc Hound	VoI	VoI54,encounter	2 (1)	Enemy	(Nobel) Misty Mountain Orcs															
Orc Hunter	VoI	VoI55,encounter	3 (1)	Enemy	(Nobel) Misty Mountain Orcs															
Orc Hunting Party	VoI	VoI56,encounter	2 (2)	Treachery	(Nobel) Misty Mountain Orcs															
Orc Skirmisher	VoI	VoI57,encounter	3 (3)	Enemy	(Nobel) Misty Mountain Orcs															
Orc Territory	VoI	VoI58,encounter	2 (0)	Treachery	(Gloves) To Capture a Orc															
Orthanc Guard	VoI	VoI59		Ally	Leadership															
Pillaging and Burning	VoI	VoI60,encounter	2 (1)	Treachery	(PathM) The Fords of Isen															
Power of Orthanc	VoI	VoI61		Event	Spirit															
Prowling Wolf	VoI	VoI61,encounter	3 (3)	Enemy	(ShootStar) Broken Lands															
Rohan Warhorse	VoI	VoI63		Attachment	Tactics															
Saruman	VoI	VoI64		Ally	Neutral															
Silver Lamp	VoI	VoI65		Attachment	Spirit															
Take Cover	VoI	VoI66,encounter	3 (2)	Treachery	(ShootStar) Broken Lands															
Tangled Woods	VoI	VoI67,encounter	3 (3)	Location	(Trees) Ancient Forest															
The Forest's Malice	VoI	VoI68,encounter	4 (1)	Treachery	(Ent) Into Fangorn															
The Islet	VoI	VoI69,encounter	1 (1)	Location	(PathM) The Fords of Isen															
The Kings Road	VoI	VoI70,encounter	2 (2)	Location	(PathM) The Fords of Isen															
The Seeing-Stone	VoI	VoI71		Event	Neutral															
The Wizards's Voice	VoI	VoI72		Event	Tactics															
Turned Around	VoI	VoI73,encounter	3 (3)	Treachery	(Trees) Ancient Forest															
Westfold Horse-Breeder	VoI	VoI74		Ally	Spirit															
Westfold Outrider	VoI	VoI75		Ally	Tactics															
Wild Men of Dunland	VoI	VoI74,encounter	2 (1)	Treachery	(Fork) Dunland Warriors 															
Dark Pools (Nightmare)	Nightmare	N-HFG01,encounter	3	Nightmare.-.Location	Hunt for Gollum (Nightmare)															
Hunter's Lookout (Nightmare)	Nightmare	N-HFG02,encounter	2	Nightmare.-.Location	Hunt for Gollum (Nightmare)															
Hunting Warg (Nightmare)	Nightmare	N-HFG03,encounter	2	Nightmare.-.Enemy	Hunt for Gollum (Nightmare)															
Ravenous Hawk (Nightmare)	Nightmare	N-HFG04,encounter	3	Nightmare.-.Enemy	Hunt for Gollum (Nightmare)															
Restless Hunters (Nightmare)	Nightmare	N-HFG05,encounter	3	Nightmare.-.Enemy	Hunt for Gollum (Nightmare)															
The Enemy's Trail (Nightmare)	Nightmare	N-HFG06,encounter	2	Nightmare.-.Treachery	Hunt for Gollum (Nightmare)															
The Hunt for Gollum (Nightmare)	Nightmare	N-HFG08,N-HFG07		Nightmare	Hunt for Gollum (Nightmare)															
The Trail Goes Cold (Nightmare)	Nightmare	N-HFG09,encounter	2	Nightmare.-.Treachery	Hunt for Gollum (Nightmare)															
Watched Path (Nightmare)	Nightmare	N-HFG10,encounter	2	Nightmare.-.Location	Hunt for Gollum (Nightmare)															
A Conflict at the Carrock (Nightmare)	Nightmare	N-CATC02,N-CATC01		Nightmare	A Conflict at the Carrock (Nightmare)															
Grimbeorn's Folly (Nightmare)	Nightmare	N-CATC03.png,N-CATC04.png		Nightmare.-.Quest	A Conflict at the Carrock (Nightmare)															
Hives and Hives (Nightmare)	Nightmare	N-CATC05,encounter	3	Nightmare.-.Location	A Conflict at the Carrock (Nightmare)															
Louis (Nightmare)	Nightmare	N-CATC06,encounter	1	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
Morris (Nightmare)	Nightmare	N-CATC07,encounter	1	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
Rob & Bob (Nightmare)	Nightmare	N-CATC08,encounter	1	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
Rupert (Nightmare)	Nightmare	N-CATC09,encounter	1	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
Savage Hill Troll (Nightmare)	Nightmare	N-CATC10,encounter	4	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
